Title,web_url,published_date,topic,abstract,context
Bitcoin Rises as Ripple's Allure Fades for Manic Crypto Traders,https://www.bloomberg.com/news/articles/2018-01-05/bitcoin-rises-as-ripple-s-allure-fades-for-manic-crypto-traders,"January 5, 2018, 1:28 PM EST",technology,,"The roller coaster that is the cryptocurrency market is alive and well.Ripple, the white-hot cryptocurrency that has more than doubled in the past week, fell as much as 39 percent from the all-high reached yesterday. Bitcoin, which has lost some of its luster as of late to its smaller rival, was up as much as 11 percent Friday.Ripple fell to as low as $2.16 after reaching an all-time high of $3.32 Thursday. The coin was down 16 percent on the day to $2.44 as of 1:12 p.m. in New York. Ripple last week surpassed ether as the world's second-most valuable cryptocurrency after bitcoin.Coinbase, one of the largest crypto exchanges, said in a Twitter post Thursday by its chief executive officer that it had not made a decision to add new coins. ??Any statement to the contrary is untrue and not authorized by the company,?? Brian Armstrong's feed said.Coinbase currently offers trading in bitcoin, bitcoin cash, ether and litecoin."
FedEx Readies for Surge in E-Commerce With New Hub in Shanghai,https://www.bloomberg.com/news/articles/2018-01-08/fedex-readies-for-surge-in-e-commerce-with-new-hub-in-shanghai,"January 8, 2018, 2:42 AM EST",technology,"""Cross-border online shopping a driver, Cunningham says"", ""FedEx previously announced $100 million investment in hub""","FedEx Corp. expects growing cross-border online transactions to be a driving force for its business in China as the company prepares to open one of its largest facilities in Shanghai.??Absolutely that's an important part of it,?? David Cunningham Jr., chief executive officer of FedEx Express, the world's largest cargo airline, said in an interview in Shanghai Monday. Cunningham said the city is a key leg of FedEx's global cargo network, with more transshipments expected to flow into Shanghai in the future before being moved to other markets.Air cargo volume in China has increased steadily as demand rises in the nation's cross-border e-commerce market, where the value of goods is projected to climb 43 percent to 758 billion yuan ($117 billion) this year. As appetite for foreign products ranging from diapers to cosmetics to fresh produce expands among the emerging middle class, China's air cargo volume is expected increase around 6.2 percent in 2018,?after climbing 6.6 percent in 2017, the largest gain in seven years, according to the Civil Aviation Administration of China.??There's an opportunity to bring a lot of products and a lot of convenience to the Chinese consumers,?? Cunningham said before the official opening of FedEx's international express and cargo hub at the city's Pudong International Airport later Monday. ??With the wealth of Chinese consumers, and the worldliness of Chinese consumers, they're gonna demand goods from the U.S. and Europe and parts all over the world.?? The new 134,000-square-meter Shanghai hub provides greater connectivity to Chinese customers, particularly those shipping to the U.S. and Europe, the company said in a statement Monday. FedEx previously announced an investment of more than $100 million in the facility.The burgeoning Chinese e-commerce market has lured both foreign and local companies to expand. United Parcel Service Inc. set up a $10 million venture with Chinese express delivery company SF Holding Co. in Hong Kong?in May.?JD.com Inc., China's second-biggest online retailer, added warehouse space roughly equivalent to the size of Monaco in the third quarter of last year. China's top three state airlines are also reforming their air cargo units and selling stakes in the business.?? With assistance by Dong Lyu"
"Fox Will Keep Studio Lot, Real Estate After Disney Deal",https://www.bloomberg.com/news/articles/2017-12-13/fox-is-said-to-keep-studio-lot-real-estate-after-disney-deal,"December 13, 2017, 1:12 PM EST",technology,,"21st Century Fox Inc. will retain its real estate portfolio, including the storied 20th Century film and television studio lot in Los Angeles, when it sells a large chunk of assets to Walt Disney Co., according to people familiar with the matter.Fox will spin off the assets it plans to keep, with Disney acquiring the studio, cable channels such as FX and National Geographic, and international assets in a deal valued at about $60 billion including debt, the people said, asking not to be identified discussing private information. The arrangement would allow the new spinoff, controlled by the Murdoch family, to rent studio space to Disney, while Fox employees in the businesses it retains -- Fox News, the Fox broadcast network and the FS1 sports channel -- would be able to remain on the property.The deal between Disney and Fox could be unveiled as early as Thursday before trading opens in New York, one person said.Read more on why Disney wants Fox's assets.Fox's real estate portfolio is vast, including properties in the U.S., South America and Asia, according to regulatory filings.?Being able to charge rent on those assets will add to the emerging company's revenue stream. The company also leases many buildings, such as its New York headquarters.The Fox film lot in Los Angeles has a long history. The runaway budget of ??Cleopatra?? half a century ago led the Hollywood studio to give up part of the property to raise cash. That part of the lot now forms the business district Century City."
How Tesla's Model X Stacks Up Against China's New NIO,https://www.bloomberg.com/news/articles/2017-12-19/china-nio-s-suv-versus-tesla-s-model-x-battle-of-battery-cars,"December 19, 2017, 2:42 AM EST",technology,"""The cheaper Chinese car holds up against the Model X's might"", ""Promises owners three-minute battery swap, on-road assistance""","Chinese startup NIO marked its entry last week into the world's biggest market for electric cars with a sport utility vehicle priced cheaper than?Tesla Inc.'s Model X.Set up about three years ago, NIO is among the youngest companies to join the global EV melee as regulators worldwide crack down on emissions and countries, including China, consider phasing out automobiles powered by gasoline and diesel. In China, NIO will also be competing against giants including Volkswagen AG and General Motors Co., besides local rivals such as BYD Co.When it comes to taking on the the might of Elon Musk's Model X, the NIO's new ES8 is no shrinking violet. It accelerates from 0-100 Kmph in 4.4 seconds, compared to the Tesla model's 5.2 seconds. On a speed charge, it also fills the battery with juice in a little over an hour, compared to anywhere between an hour and an hour and 20 minutes for Tesla.So, here's how the seven-seater ES8 stacks up against the Model X in China:NIO is promising features and services to reassure buyers that they won't be left stranded in the middle of nowhere after running out of battery charge. Owners of the ES8 can charge their car by swapping batteries at power-swap stations in three minutes or recharge with the help of ??Power Mobile?? service vehicles that travel to motorists.The startup plans to build more than 1,100 power-swap stations in China by 2020 and have more than 1,200 ??Power Mobile?? service vehicles. A battery-swap station can be assembled within a day, according to Li. Tesla had also initiated a swap program a few years ago.NIO will also offer other free services including on-road assistance.Founded by William Li and a group of internet entrepreneurs in 2014, NIO has raised more than $1 billion from investors led by Tencent Holdings Ltd.?is also backed by investors including Baillie Gifford & Co., the second-biggest institutional investor in Tesla, Lone Pine Capital LLC, CITIC Capital Holdings Ltd. and China Asset Management Co.(Corrects table with updated information on acceleration and charging time for Tesla's Model X in story published on Dec. 19.)?? With assistance by Ying Tian, and Hannah Dormido"
Shaw Offers Buyouts to Workers After Shifting Focus to Wireless,https://www.bloomberg.com/news/articles/2018-01-30/shaw-offers-buyouts-to-workers-after-shifting-focus-to-wireless,"January 30, 2018, 1:57 PM EST",technology,"""About 6,500 employees have until Feb. 14 to take package"", ""Shaw has sold media assets, bought wireless in recent years""","Shaw Communications Inc., the Canadian telecommunications company, offered buyouts to about 6,500 employees.The company expects about 10 percent to take the voluntary package before the offer expires Feb. 14, according to a statement. In its latest annual report, Shaw said it had about 14,000 workers. Canada's Business News Network said the company was looking to eliminate 2,000 jobs, citing an internal email.Shaw is trying to reinvent itself as a internet and wireless company able to compete with the nation's top three carriers. In the past few years, it's sold its media unit to Corus Entertainment and data service business to Peak 10 Holding Corp., while adding Wind Mobile Corp. to add wireless to its offerings.??As good as our customer service and operations are today, we see that we have to make some significant changes to serve customers the way they expect to be served,?? President Jay Mehr said in the statement.Shaw said it's refocusing operations toward providing service more easily through online and smartphone apps, as well as more self-installed services.The stock rose 0.7 percent to C$26.93 as of 1:48 p.m. in Toronto. It rose 6.5 percent last year."
Ericsson Turnaround Man Ekholm Hits Another Snag With Sales Miss,https://www.bloomberg.com/news/articles/2018-01-31/ericsson-sales-miss-estimates-as-network-market-remains-weak,"January 31, 2018, 2:01 AM EST",business,"""Continued losses in IT and cloud computing weigh on profit"", ""CEO Ekholm says result was far below long-term ambitions""","Ericsson AB Chief Executive Officer Borje Ekholm can't seem to catch a break, with his transformation plan showing signs of sputtering, a year in.After Ekholm ended unprofitable contracts, took writedowns and sought a potential sale of Ericsson's media business, investors had expected the Swedish maker of wireless networks would start showing more tangible signs of improvement.Borje EkholmInstead, fourth-quarter results showed more evidence that Ericsson's primary business is weak and it's struggling to turn around a loss-making IT and cloud computing business. Sales missed analysts' estimates and Ericsson said it will hold onto 49 percent of its media business after finding a buyer for the rest. The shares fell as much as 8.6 percent, the most since Ericsson's profit warning in July.??Key as ever is networks and here Ericsson's performance is poor yet again,?? Neil Campling, an analyst at Mirabaud Securities Ltd. in London, said in an emailed note. Ericsson ??may talk a good game of transition, transformation, improvement and a better future, but the numbers paint a clear picture that the core business remains weak and there is no evidence yet that the company can turn things around.??Fourth-quarter sales declined 12 percent to 57.2 billion kronor ($7.28 billion), Stockholm-based Ericsson said in a statement Wednesday. Analysts had predicted 58.2 billion kronor on average. Adjusted for comparable units and currency rates, sales fell 7 percent. Adjusted operating profit of 400 million kronor missed estimates of 1.76 billion kronor.Ekholm spent his first year as CEO trying to revive the embattled company, which has been hit by lower carrier spending and competition from Huawei Technologies Co. Ltd. and Nokia Oyj. Under Ekholm, Ericsson has ended or renegotiated unprofitable service contracts and taken 35 billion kronor in writedowns and other charges. Meanwhile, Christer Gardell's Cevian Capital AB has amassed a 9 percent stake in the company, adding clout to the activist investor's calls for Ericsson to cut costs deeper and faster.Ekholm on Wednesday signaled more patience with the pace of the turnaround than investors had, saying the quarter was ??in line with?? overall expectations, with gradual improving performance in networks and continued significant losses in the company's IT and cloud computing business.Ekholm said the company will exit or complete 45 critical or non-strategic customer contracts in the digital services business, which provides IT products and software solutions, and that its actions to improve profitability in the unit are expected to generate positive effects on gross margin in the second half of this year.??They are expected, but unacceptable,?? Ekholm said of the losses in that unit. ??So we clearly need to focus on turning digital services around and we will increase the speed of execution on the cost side.??Ericsson&apos;s Digital Services unit amassed more than 13 billion kronor in losses 2016-2017Source: EricssonNote: adjusted operating lossesEricsson fell as much as 8.8 percent, the steepest decline since July 18, and was down 8.7 percent to 50.88 kronor at 10:15 a.m. in Stockholm. Since Ekholm took over as CEO from Jan Frykhammar Jan. 16, 2017, Ericsson's shares have declined 4.8 percent.Sales in the market area covering China and Japan fell by 30 percent as carriers hold off on investments in fourth-generation mobile broadband products as they wait for governments to allocate frequencies for speedier, fifth-generation networks. Sales in North America rose 2 percent.Ericsson's closely watched adjusted gross margin -- the share of sales remaining after production costs -- rose to 29.9 percent last quarter, from 29.4 percent a year earlier. That was in line with analysts' predictions. The net result in the quarter was a 18.8 billion kronor loss, burdened by earlier announced impairments and a revaluation of U.S. tax assets amounting to 15.2 billion kronor.Ericsson reiterated that it sees the market addressed by its networks segment declining by 2 percent in 2018.The company also announced that an almost year-long review of its media business had ended with an agreement to sell 51 percent of its Media Solutions business to One Equity Partners. Ericsson will retain a 49 percent stake, and also keep Red Bee Media, a smaller unit which provides broadcast services that Ericsson had tried to sell.Ekholm said none of the suitors were willing to pay what Ericsson asked for Red Bee, which made an operating loss of 300 million kronor in 2017.""Of course, I would have preferred to get a higher bid, but we didn't,?? Ekholm said. ??We're not going to give it away.???? With assistance by William Canny"
"Intel Says Range of Chips Vulnerable to Hack, Denies ??Bug'",https://www.bloomberg.com/news/articles/2018-01-03/intel-says-research-showed-design-element-created-vulnerability,"January 3, 2018, 3:31 PM EST",technology,"""Chipmaker says other companies' products are also susceptible"", ""Industry working on effort to close off potential exploit""","Intel Corp. confirmed a report saying that its chips contain a feature that makes them vulnerable to hacking, though it said?other companies' semiconductors are also susceptible.Intel is working with chipmakers including Advanced Micro Devices Inc. and ARM Holdings, and operating system makers to develop an industrywide approach to resolving the issue that may affect a wide variety of products, the company said Wednesday?in a statement. Intel said it has begun providing software to help mitigate the potential exploits. Computer slowdowns depend on the task being performed and for the average user ??should not be significant and will be mitigated over time.??The company's microprocessors are the fundamental building block of the internet, corporate networks and PCs. Intel has added to its designs over the years trying to make computers less vulnerable to attack, arguing that hardware security is typically tougher to crack than software. Reports about exploits caused by a ??bug?? or a ??flaw?? that are unique to its products are incorrect, Intel said.??Intel and other technology companies have been made aware of new security research describing software analysis methods that, when used for malicious purposes, have the potential to improperly gather sensitive data from computing devices that are operating as designed,?? the Santa Clara, California-based company said. ??Intel believes these exploits do not have the potential to corrupt, modify or delete data.??On Tuesday, the technology website The Register said a bug lets some software gain access to parts of a computer's memory that are set aside to protect things like passwords. All computers with Intel chips from the past 10 years appear to be affected, the report said.The vulnerability may have consequences beyond just computers, and is not the result of a design or testing error. All modern microprocessors, including those that run smartphones, are built to essentially guess what functions they're likely to be asked to run next. By queuing up possible executions in advance, they're able to crunch data and run software much faster.The problem in this case is that this predictive loading of instructions allows access to data that's normally cordoned off securely, Intel Vice President Stephen Smith said on a conference call. That means, in theory, that malicious code could find a way to access information that would otherwise be out of reach, such as passwords.??The techniques used to accelerate processors are common to the industry,?? said Ian Batten, a computer science lecturer at the University of Birmingham in the U.K. who specializes in computer security. The fix being proposed will definitely result in slower operating times, but reports of slowdowns of 25 percent to 30 percent are ??worst case?? scenarios, he said.Advanced Micro Devices said ??there is near zero risk?? to its processors because of differences in the way they are designed and built.??To be clear, the security research team identified three variants targeting speculative execution. The threat and the response to the three variants differ by microprocessor company, and AMD is not susceptible to all three variants,?? the company said in a statement.Intel Chief Executive Officer Brian Krzanich told CNBC that a researcher at Google made Intel aware of the issue ??a couple of months ago.?? Google identified the researcher as Jann Horn, and said it has updated its own systems and products with protections from this kind of attack. Some customers of Android devices, Google laptops and its cloud services still need to take steps to patch security holes, the internet giant said.??Our process is, if we know the process is difficult to go in and exploit, and we can come up with a fix, we think we're better off to get the fix in place,?? Krzanich said, explaining how the company responded to the issue.On the call, Intel's Smith said the company sees no significant threat to its business from the vulnerability.??I wouldn't expect any change in acceptance of our products,?? he said. ??I wouldn't expect any concrete financial impact that we would see going forward.??Intel's stock pared earlier losses after the announcement. The shares declined 3.4 percent to $45.26 at the close in New York. Competitor AMD, the only other maker of processors for computers, jumped 5.2 percent to $11.55.Microsoft Corp. on Wednesday released a security update for its Windows 10 operating system and older versions of the product to protect users of devices with chips from Intel, ARM and AMD, the company said in a statement. The software maker has also started applying the patches to its cloud services where servers also are affected by the issue.??We have not received any information to indicate that these vulnerabilities had been used to attack our customers,?? Microsoft said in the statement. The fixes were originally planned for release on Jan. 9 but rushed out Wednesday after a proof of concept for how to exploit the flaw was published, according to a person familiar with the situation. Microsoft had expected the security update to be deployed on about half of its cloud network by Jan. 9 and it's not clear if that timeline will change, the person said.Because the exploit takes advantage of a technology intended to accelerate the performance of the processors, the fix slows them, said the person. In devices with the current generation of Intel chips, the impact will be small, but it will be more significant on older processors. Microsoft is still looking at the impact on the speed of cloud services and how it will compensate paying customers, the person said.Apple Inc. didn't respond to requests for comment about how the chip issue may be affecting the company's operating systems.Providers of computing over the internet will have to upgrade software to work around the potential vulnerability, which will require additional lines of code, computing power and energy to perform the same functions while maintaining security, said Frank Gillett, an analyst at Forrester Research Inc.??When you're running billions of servers, a 5 percent hit is huge,?? he said.Cloud providers will likely have to throttle back the pace of new customers accessing their data centers while they take servers down to fix the problem, and there could be a price spike for servers as demand surges, Gillett said.?? With assistance by Jeremy Kahn, Dina Bass, Spencer Soper, and Alex Webb"
Bitcoin Billionaire Winklevoss Sees Surge of as Much as 20 Fold,https://www.bloomberg.com/news/articles/2017-12-09/a-winklevoss-sees-bitcoin-surging-as-much-as-20-times-higher,"December 9, 2017, 11:17 AM EST",technology,"""Cameron Winklevoss and his twin have staked fortune on bitcoin"", ""Their Gemini exchange is set to provide data for Cboe futures""","Cameron Winklevoss, thought to be one of the largest holders of bitcoin, thinks the cryptocurrency's blazing gains this year are just the start. He predicts it will rise as much as 20-fold as investors come to view it as an upgrade to gold.Wall Street's plan to launch futures contracts on Sunday, making it easier to bet against the digital currency's rally in recent months, is making some enthusiasts nervous -- but not Winklevoss. He's one of the famed 36-year-old twins who played an early role in Facebook Inc.'s formation, then dedicated part of their fortune to the cryptocurrency and have since tried to win approval for a bitcoin trading vehicle.Winklevoss bases his price projection on the market value of gold, which he pegged at about $6 trillion and others calculate at closer to $7.5 trillion. Investors are beginning to embrace the idea that bitcoin, ??mined?? by computers performing complex calculations, is more portable and divisible than the precious metal, he said.??We think that bitcoin is a gold disruptor,?? Winklevoss said in a telephone interview on Friday, predicting it may yet appreciate by 10 to 20 times its current value. ??We think it's just the beginning. We are definitely holders.??Click here to read about bitcoin's volatility unnerving futures traders.Winklevoss can point to a strong track record as a bitcoin investor. He and his brother Tyler said in 2013 that they owned almost $11 million worth of bitcoins. If they retained that stake it would be valued at more than $1.7 billion today, according to the Bloomberg Billionaires Index. The ranking calculates they each have a $1 billion fortune as of Friday after taking into account other assets. Cameron Winklevoss declined to comment on his current bitcoin holdings or his net worth.While enthusiasts have long argued bitcoin's merits as a payment system, public sentiment has warmed this year, eventually turning into a frenzy. As people around the world snapped up coins, prices surged, briefly surpassing $16,000 this week before settling above $15,600 on Friday. More than 100 hedge funds have popped up to bet on its swings. The new futures contracts may facilitate those wagers, while also pushing the crytpocurrency further into the realm of mainstream finance.Click here to read a QuickTake on bitcoin and blockchain.The Winklevosses' Gemini exchange is preparing to support the launch of Cboe Global Markets Inc.'s bitcoin futures on Sunday. Their platform has its own data center running its own hardware and infrastructure, Cameron Winklevoss said.??We think we are in a good spot and ready for game time,?? he said.?? With assistance by Tom Metcalf"
Bitcoin Exchange Says Platform Restored After Hack Attempt,https://www.bloomberg.com/news/articles/2017-12-12/large-bitcoin-exchange-says-hackers-are-attacking-again,"December 12, 2017, 11:07 AM EST",technology,"""Bitfinex suffers second denial of service attack this month"", ""Platform is one of world's biggest exchanges by trading volume""","Bitfinex, one of the world's biggest bitcoin exchanges, has had its platform restored after hackers sought for the second time this month to prevent users from accessing it via a so-called denial-of-service attack.The hackers created ??hundreds of thousands of new accounts,?? causing stress on the Bitfinex's infrastructure, the exchange said in a status update on its website. The attack took about 12 hours to resolve and new user signups were temporarily disabled to help defend against the attackers, it said.Bitfinex, which doesn't disclose on its website or in any public documents where it's located, ranks second in trading volume among exchanges worldwide, according to Coinhills.Read more on the relationship between Bitfinex and tetherOn Dec. 2, Bitfinex said it would no longer serve U.S. customers because it's too expensive to do business with them. This followed Wells Fargo & Co.'s decision earlier in the year to end its role as a correspondent bank through which customers in the U.S. could send money to Bitfinex and Tether's banks in Taiwan. Bitfinex and Tether filed suit against Wells Fargo, but later withdrew the case.?? With assistance by Linly Lin"
Death of CSX's New CEO Renews Debate on Health Disclosures,https://www.bloomberg.com/news/articles/2017-12-17/death-of-csx-ceo-harrison-renews-debate-on-health-disclosures,"December 17, 2017, 6:20 PM EST",business,"""Harrison died 2 days after CSX said he went on medical leave"", ""Firms must weigh privacy rights too, governance experts say""","The death of CSX Corp. Chief Executive Officer E. Hunter Harrison just two days after the railroad announced his medical leave resurrects questions about just how much companies should disclose about the health of their leaders.Harrison, 73, died Saturday of ??unexpectedly severe complications from a recent illness,?? CSX said without elaborating.?Harrison had been turning around CSX since being hired in March, as he had previously done at three other railroads. News of his declining health had pushed the company's shares down the most in more than six years on Friday.E. Hunter HarrisonLike former Apple Inc. CEO Steve Jobs, who battled pancreatic cancer before his death in 2011, Harrison had health problems and a reputation that buoyed shares in his company. Harrison had bypass heart surgery in 1998 and missed work in 2015 because of pneumonia and the implant of stents in his legs. Before CSX hired him, he declined the company's request for an independent doctor to review his medical records.In May, the Wall Street Journal reported Harrison's use of supplemental oxygen. In response, he said, ??Don't judge me by my medical record, judge me by my performance.??CSX investors cheered Harrison's performance, sending shares up about 60 percent in this year through Dec. 14, hours before his medical leave was disclosed. Shareholders had approved paying him $84 million he relinquished under a contract at Canadian Pacific Railway Ltd., and Harrison said he planned to guide CSX for the course of his four-year contract.?CSX fell 1.1 percent to $52.34 at 9:50 a.m. in New York. The shares tumbled 7.6 percent on Friday, the biggest drop since September 2011, after the medical leave was announced.??We are confident that our disclosures are adequate and appropriate,???Bryan Tucker, a CSX spokesman, said by email Sunday.Bloomberg Gadfly: CSX lost expensive CEO -- and contenders for his jobU.S. Securities and Exchange Commission rules don't require companies to disclose serious health problems in the executive suite, said Allan Horwich, a partner at Schiff Hardin and Northwestern University law professor. That said, a company couldn't issue half-truths or lie about an executive.??The most important thing is whether there were statements made by the company since he was hired that were inconsistent with the true state of his health at the time, and whether the company knew that,?? Horwich said. ??Did they knowingly or recklessly omit facts in what they said about the management team that would expose them to liability???Disclosures are judged by what the company knew in assessing the future, he said.??If things didn't turn out as they expected, that doesn't mean that the company lied or that the disclosure was defective,?? he said.One difficult area with CEO health disclosures is that chief executives don't always share all the information they have with their companies, said former SEC Chairman Harvey Pitt.??I find it difficult to understand the reasons that the company went ahead and hired him if he refused to make full disclosure of his health status,?? said Pitt, the founder of Kalorama Partners.Disclosure rules for a key executive also must weigh that individual's right to privacy, said Charles Elson, director of the John L. Weinberg Center for Corporate Governance at the University of Delaware.??This is the classic example of when an individual's health is tied dramatically to the success of a company, it becomes a matter of disclosure,?? Elson said. His pay ??would suggest that his presence at the company was considered incredibly important to shareholders and therefore his health would be relevant.??Such situations always raise the risk of litigation, Elson said. ??Any time that people are disappointed and feel the company wasn't as forthright as they should have been, you'll see litigation,?? Elson said. ??But how does anybody know when their time is up???"
Lufthansa Moves to Ease Antitrust Concerns About Air Berlin Bid,https://www.bloomberg.com/news/articles/2017-12-12/lufthansa-said-to-offer-condor-tui-air-berlin-slots-to-save-bid,"December 12, 2017, 2:22 PM EST",technology,"""German carrier seeking to respond to EU antitrust concerns"", ""Switch would help maintain competition on Mediterranean routes""","Deutsche Lufthansa AG is ready to transfer landing rights from Air Berlin Plc to leisure giants Thomas Cook Group Plc and?TUI AG in an effort to fend off?antitrust concerns about its bid for most of the insolvent carrier, people familiar with the plan said.Lufthansa is proposing that takeoff and landing slots from Air Berlin's Niki division be handed to TUIfly and Thomas Cook's German arm Condor as part of a package of remedies to be lodged with the European Commission, according to the people, who asked not to be named as the details are private.The regulator must decide by Dec. 21 whether to approve the acquisition or order a second-stage investigation. Antitrust Commissioner Margrethe Vestager has said the deal could hurt competition on a number of routes, while Lufthansa says that keeping Niki afloat is costing it 10 million euros ($12 million) a week and that an extended review may prompt it to pull the plug.TUI Chief Executive Officer Fritz Joussen said Wednesday that a deal to lease seven?Boeing Co. 737 planes previously used by Niki to Lufthansa's discount unit Eurowings will stand regardless of whether the wider deal wins antitrust clearance. A further seven 737s will return to TUI from Niki and be deployed at TUIfly during summer 2018 itself.Joussen, speaking on a TUI earnings call, declined to comment on a potential slots deal. Lufthansa, Condor and the EU also declined to comment when contacted by Bloomberg.Niki offers flights from?Vienna and Dusseldorf to mainly Mediterranean locations with a fleet of?about 20 Airbus SE A321 aircraft which are part of the Lufthansa bid.Lufthansa in October said it planned to acquire 81 Air Berlin aircraft, including the Niki planes and 20 turboprops from regional arm LGW, with the Niki element of the deal accounting for the bulk of its 210 million-euro valuation.U.K. discount carrier EasyJet Plc separately won commission approval to take over other Air Berlin assets, including slots at the German capital's Tegel airport, the European Commission said Tuesday, adding that the deal ??will not reduce competition.??Air Berlin said in a statement that Lufthansa is the sole bidder for remaining assets, and that?blocking the deal would risk a final grounding that would trigger 1,000 jobs losses and strand tens of thousands of passengers. Those flights operate only with the backing of Lufthansa and a government loan."
"New Google Headset, Camera Aim to Spread VR Beyond Gaming",https://www.bloomberg.com/news/articles/2018-01-09/new-google-headset-camera-aim-to-spread-vr-beyond-gaming,"January 9, 2018, 2:55 PM EST",technology,,"Virtual reality devices are still mostly purchased by a niche market: gamers. Google wants to change that. The Alphabet Inc. unit?released a new VR headset with Lenovo Group Ltd. on Tuesday, along with specialized cameras to support the technology.Google showed off the new headset, dubbed Mirage Solo,?at the CES consumer electronics conference in Las Vegas. It has features from high-end VR devices, like displays that don't blur as the wearer moves around, and doesn't need to be tethered to a PC. Those shortcomings have been a major hurdle to broader VR adoption.?Google's new cameras are meant to address another handicap.?The devices, called VR180, are built to encourage people to capture 360 degree footage that can be viewed inside VR devices. So far, the media library for VR is relatively thin, due to the high costs of shooting and creating content.?""Watching VR180 gives such a strong sense of presence that it's almost like having a time machine that lets you be there all over again,"" Clay Bavor, a Google vice president, wrote in a blog post.Lenovo Mirage CameraBoth the cameras and the new headset are built to feature Google services, such as YouTube, its digital maps and app store. In VR, Google is competing with Facebook Inc. to become the go-to media provider. Broader use of VR headsets, beyond gaming, won't come until 2021, according to an analysis from Bloomberg Intelligence. Many analysts expect the market for augmented-reality devices -- which overlay digital images on the physical world -- to eventually outpace VR.?Google and Lenovo said the new device will arrive during the second quarter of 2018. Bavor said it will cost less than $400. For more on augmented reality, check out the Decrypted podcast:"
EBay Gives Optimistic Sales Forecast Buoyed by Jump in Buyers,https://www.bloomberg.com/news/articles/2018-01-31/ebay-gives-optimistic-sales-forecast-buoyed-by-jump-in-buyers,"January 31, 2018, 5:36 PM EST",technology,,"EBay Inc. is finding its stride in the age of Amazon.The online marketplace gave an optimistic revenue forecast for revenue for the current quarter, boosting investor confidence in the company's efforts to generate more traffic on the site when customers have abundant ways to shop on the web. Gross merchandise volume, a key metric, rose 10 percent to $24.4 billion in the fourth quarter, the company said Wednesday, as the number of active buyers on the platform increased.""For EBay to get anything to grow at double digits is a real positive,"" said Kerry Rice, an analyst at Needham & Co. ""It's been a long time since they've seen any kind of growth in the double digits.""Chief Executive Officer Devin Wenig is trying to speed EBay's growth to prove that his turnaround strategy is working and the holiday shopping quarter was the big test. In June, EBay announced a price-match guarantee on more than 50,000 items to lure bargain hunters to its site. It rolled out free three-day shipping on millions of products to compete with Amazon's two-day delivery pledge for its Prime members. EBay launched an authentication service in September to boost sales of luxury handbags that are often targets of counterfeiting.Revenue will be $2.57 billion to $2.61 billion in the first quarter of 2018,?San Jose, California-based EBay said in a?statement. Analysts on average estimated $2.4 billion, according to data compiled by Bloomberg. Adjusted earnings per share will be as much as 54 cents a share, compared with analysts' projections of 52 cents.Fourth-quarter profit was 59 cents per share on revenue of $2.6 billion, in line with analysts' estimates.The shares rose as much as 8.4 percent to $44 in after-hours trading after closing at $40.58 in New York. EBay is up 27 percent in the past 12 months.EBay has increased spending on marketing, redesigned its homepage to personalize products shown to each visitor and has an initiative to make it easier for shoppers to navigate the site's 1 billion listings. The e-commerce pioneer wants to remain relevant as consumers find more online shopping options."
Lyft and Aptiv Will Show Off Driverless Ride-Hailing at CES,https://www.bloomberg.com/news/articles/2018-01-02/lyft-aptiv-to-partner-on-driverless-ride-hailing-at-vegas-show,"January 2, 2018, 11:46 AM EST",technology,,"Ride-hailing startup Lyft Inc. and self-driving software company Aptiv Plc will show off a fully-automated ride-hailing service at the Consumer Electronics Show in Las Vegas later this month.The ??point-to-point?? ride-hailing system will incorporate Lyft's app with Aptiv's automated driving platform, offering rides to attendees of the annual show, the companies said in a statement. Operating in complex areas like the Las Vegas Strip will ??accelerate the availability of automated driving platforms for commercial applications,?? the companies said.Lyft and its larger U.S. rival, Uber Technologies Inc., see autonomous vehicles as pivotal to their longer-term business prospects. Lyft last year announced plans to enable self-driving developers and carmakers to plug into its network of nearly 1 million rides per day as it looks to bolster the nascent technology. Meanwhile, Aptiv --?formed?in December when supplier Delphi Automotive Plc split into two companies -- is seeking to capitalize on the changing dynamics of the car sector, where parts makers with expertise in self-driving technology and electrification have become hot commodities.The former Delphi bought self-driving startup NuTonomy Inc. for $450 million in October, speeding up its plans to supply carmakers with autonomous vehicle systems.?NuTonomy already counts Lyft among its partners and has previously teamed up with major automakers including Jaguar Land Rover and Peugeot SA.Apart from forging partnerships, Lyft is opening a self-driving vehicle development facility in Palo Alto, California, called ??Level 5,?? a nod to the designation of fully autonomous vehicles that don't require human supervision. The self-driving Vegas rides available during CES will be staffed by a safety driver in the front seat, the companies said.?? With assistance by Eric Newcomer"
